RoomCode,UserId,ClosedBy,ClosingComment,ChatStartTime,ChatEndTime,AgentAssignmentTimestamp,BotFirstResponseTime,AgentFirstResponseTime,CsatScore
8521348,27bd2ac3-938f-4fb7-af38-283dee354425,System,Closing now,03-02-2021 12:27:43,03-02-2021 12:29:01,-,0:00:00,-,0
8542356,6dd63aa3-8f63-452e-86ea-5f4bb185f6b1,Kabir,Completed,06-02-2021 9:29:38,06-02-2021 9:46:52,06-02-2021 9:32:41,0:00:00,0:00:30,1
8574720,35752bdc-92e8-4bb6-8237-95deee72ca02,System,Closing now,10-02-2021 21:41:40,10-02-2021 21:42:11,-,0:00:00,-,0
8658104,8f56a36f-501d-432a-9732-fd494e91dc26,Sandy,Completed,23-02-2021 19:35:49,23-02-2021 19:41:44,23-02-2021 19:37:49,0:00:00,0:00:05,5
8672714,f653ebda-30dd-4362-b202-e071c7a90d64,System,Closing inactive room,26-02-2021 00:28:08,26-02-2021 01:28:21,-,0:00:00,-,0
8611713,8ed9bb8a-18cf-452a-9c0e-536625d64e8f,Deepa,Completed,16-02-2021 11:20:00,16-02-2021 11:36:24,16-02-2021 11:21:17,0:00:00,0:00:03,4
8599241,748f5341-a877-4013-9e62-e7c4845a4ade,System,Closing inactive room,14-02-2021 12:53:16,14-02-2021 13:53:40,-,0:00:00,-,0
8604682,e0e66c0d-f9d0-4aa1-b6c8-873ea830b374,Manpreet,Completed,15-02-2021 11:22:32,15-02-2021 11:32:33,15-02-2021 11:24:34,0:00:00,0:00:07,0
8568927,bd5054fd-ed37-4caa-a73c-5fd957efc63e,System,Closing inactive room,10-02-2021 10:04:38,10-02-2021 11:06:42,-,0:00:00,-,1
8662036,9113ced3-88b3-4a3d-a672-a02d3a6dcec8,Ellie,Completed,24-02-2021 13:22:22,24-02-2021 13:31:38,24-02-2021 13:23:07,0:00:00,0:00:07,5
8520387,b7255a18-e43d-4511-a416-22c61bc8b9e2,Samy,Unresponsive Customer,03-02-2021 10:47:24,03-02-2021 10:55:36,03-02-2021 10:47:47,0:00:00,0:00:13,0
8510443,ee10a9d0-bc14-400e-8522-edc013e63021,Nisha,Unresponsive Customer,01-02-2021 19:46:57,01-02-2021 20:01:57,01-02-2021 19:48:33,0:00:00,0:00:35,0
8634363,501c2c2d-a64c-4268-926d-f29f1a16df3b,Maroon,Completed,19-02-2021 17:54:16,19-02-2021 18:05:10,19-02-2021 17:54:51,0:00:00,0:00:10,5
8617729,6f684b5b-b803-4669-8109-b2e8f43294fc,System,Closing now,17-02-2021 09:22:58,17-02-2021 09:26:32,-,0:00:00,-,0
8656641,e7b5d636-6333-480d-b73a-5937683959a5,System,Closing inactive room,23-02-2021 15:51:28,23-02-2021 16:51:32,-,0:00:00,-,0
8557134,c9f0cb61-350b-4d13-920e-1dc3b3a2b941,Gurpreet,Completed,08-02-2021 14:02:04,08-02-2021 14:16:00,08-02-2021 14:02:48,0:00:00,0:00:09,0
8647733,f6d69035-943b-4eee-a7af-015685b963b6,System,Closing now,22-02-2021 05:57:10,22-02-2021 05:57:35,-,0:00:00,-,0
8570161,5f61daff-ea91-4967-b0d0-3a6c65d1ed68,Juvi,Completed,10-02-2021 12:15:39,10-02-2021 12:26:25,10-02-2021 12:16:55,0:00:00,0:00:04,0
8605069,43c1b754-6e67-472c-8372-236d28f3afe2,System,Closing inactive room,15-02-2021 12:07:04,15-02-2021 13:07:51,-,0:00:00,-,0
8617656,f5bd1032-02e2-4454-933d-05ff2a6d44d5,System,Closing inactive room,17-02-2021 09:06:53,17-02-2021 10:07:13,-,0:00:00,-,0
8681235,1f0cde8c-b5f0-4a25-849a-1c4ba88d0ef4,System,Closing inactive room,27-02-2021 13:22:10,27-02-2021 14:49:52,-,0:00:00,-,0
8645350,10d510ec-2920-48e3-aa9a-87eeed8a6792,System,Closing now,21-02-2021 16:41:53,21-02-2021 16:44:08,-,0:00:01,-,5
8624189,0605e16f-97d9-4516-be37-f0f50fe0950c,System,Closing now,18-02-2021 07:11:05,18-02-2021 07:12:46,-,0:00:00,-,3
8514375,48583257-c36b-4a08-b12a-b2d74a77454f,System,Closing now,02-02-2021 12:54:54,02-02-2021 12:55:39,-,0:00:00,-,0
8647391,3e985658-10db-4bab-b87a-ac9f44a1b062,System,Closing now,22-02-2021 00:13:21,22-02-2021 00:14:19,-,0:00:00,-,0
8556631,f82520eb-84c0-48b4-ba9e-cbe17aa3de07,System,Closing inactive room,08-02-2021 13:04:35,08-02-2021 14:05:48,-,0:00:00,-,0
8611059,59c14a72-dbc1-4702-a3a5-6347be03b679,Sandy,Completed,16-02-2021 09:38:26,16-02-2021 09:54:15,16-02-2021 09:39:47,0:00:00,0:00:05,5
8594664,a801c4f1-11bf-45e7-90f0-94e0e7bd0bde,System,Closing inactive room,13-02-2021 16:55:14,13-02-2021 17:57:04,-,0:00:00,-,0
8685843,a70c2fa9-33ae-4237-9c4d-89c2abeeeb23,System,Closing now,28-02-2021 10:09:57,28-02-2021 10:10:28,-,0:00:00,-,0
8507555,2d9274a0-eb85-4785-90d6-4a363bff1e50,System,Closing now,01-02-2021 14:12:04,01-02-2021 14:12:27,-,0:00:00,-,0
8512308,af3aa5af-ccc3-49c8-94b1-04c4d7cf51c0,System,Closing inactive room,02-02-2021 3:44:48,02-02-2021 4:45:31,-,0:00:00,-,0
8569856,78aa83ac-acc5-493b-ae6d-f00973452c8b,Eva,Completed,10-02-2021 11:45:24,10-02-2021 12:23:03,10-02-2021 11:48:54,0:00:00,0:00:04,5
8687278,c8a4e132-3d7a-4ad6-8e41-6ac5c52cb438,System,Closing now,28-02-2021 13:26:24,28-02-2021 13:27:08,-,0:00:00,-,0
8526589,64207b25-f1bb-4dd2-847a-d03fe4c3996b,System,Closing inactive room,03-02-2021 23:42:30,04-02-2021 0:44:21,-,0:00:00,-,0
8689725,df7ba9c8-22d0-4500-a3ae-c9c49227f7d9,System,Closing now,28-02-2021 19:40:13,28-02-2021 19:42:59,-,0:00:00,-,1
8560873,ffc46353-b661-47e4-9f86-7869bfcc048b,System,Closing inactive room,08-02-2021 22:41:25,08-02-2021 23:41:41,-,0:00:00,-,0
8673392,3eed540f-cafa-4584-ba95-9a536c1d292d,System,Closing inactive room,26-02-2021 09:27:36,26-02-2021 10:29:48,-,0:00:00,-,0
8666582,61b8ebcc-a21f-40a5-815f-70755c80213f,System,Closing now,25-02-2021 01:52:47,25-02-2021 01:53:10,-,0:00:00,-,0
8641666,aa60a442-a865-458d-9ecf-a34c46e083d7,System,Closing now,20-02-2021 22:14:48,20-02-2021 22:16:01,-,0:00:00,-,0
8553478,f8ebda80-0358-4ae4-ab6b-e0fa6c97281b,System,Closing inactive room,07-02-2021 21:24:08,07-02-2021 22:24:46,-,0:00:00,-,0
8608670,e1377528-d129-423f-af99-c027690e162f,System,Closing now,15-02-2021 19:01:20,15-02-2021 19:01:53,-,0:00:00,-,0
8566433,6fdf099b-349b-450c-8e32-a5b93b684d7e,System,Closing now,09-02-2021 19:12:58,09-02-2021 19:13:42,-,0:00:00,-,0
8626034,acc2bdfc-d011-4d3a-b090-3e196d329630,System,Closing inactive room,18-02-2021 12:48:13,18-02-2021 13:49:03,-,0:00:00,-,1
8576662,fa30532e-6c7c-4c7c-abb2-7c22a9235a1f,System,Closing now,11-02-2021 10:07:32,11-02-2021 10:09:34,-,0:00:00,-,0
8591509,26434f40-e0e5-4df7-92c9-63e40c33336d,System,Closing inactive room,13-02-2021 10:22:24,13-02-2021 11:22:47,-,0:00:00,-,0
8552119,6ab1739e-c2f2-4596-aeed-333e7d5e5e9e,System,Closing now,07-02-2021 17:02:48,07-02-2021 17:03:41,-,0:00:00,-,1
8564166,954b9841-6964-4600-b8ca-0463024ceecf,System,Closing inactive room,09-02-2021 14:04:36,09-02-2021 15:04:59,-,0:00:00,-,0
8505945,8934c659-3c9a-42ac-b347-0304bc7c20f4,System,Closing inactive room,01-02-2021 11:24:13,01-02-2021 12:25:20,-,0:00:00,-,0
8668875,b35f56de-b1a8-46cb-8179-0620e439a448,Samy,Completed,25-02-2021 13:46:24,25-02-2021 13:58:21,25-02-2021 13:48:41,0:00:00,0:00:07,0
8664113,4ecfae85-5f3c-4679-a2f5-a87c31514545,Vedha,Completed,24-02-2021 17:41:48,24-02-2021 17:55:13,24-02-2021 17:44:32,0:00:00,0:00:13,0
8556471,2358a59a-0637-4d9b-9e73-2beb96252e27,System,Closing now,08-02-2021 12:46:14,08-02-2021 12:46:59,-,0:00:00,-,5
8595181,1f37c8ce-99f8-442d-aeea-f55239b78711,System,Closing inactive room,13-02-2021 18:00:54,13-02-2021 19:02:29,-,0:00:00,-,0
8686934,c0d5be04-6a34-45b1-8b3b-29c3e29b5aed,Ganesh,Completed,28-02-2021 12:39:52,28-02-2021 12:52:21,28-02-2021 12:42:18,0:00:00,0:00:13,5
8646578,e232c5b9-ad1c-4169-8eb8-8461d525f746,System,Closing inactive room,21-02-2021 20:46:37,21-02-2021 21:47:39,-,0:00:00,-,0
8563645,f963a4d0-3b8c-41f4-8f2b-dfcd6762629e,System,Closing inactive room,09-02-2021 13:01:11,09-02-2021 14:09:03,-,0:00:00,-,0
8672307,59a9e3f6-5f73-4e01-bca5-c177d3314a24,System,Closing now,25-02-2021 22:50:47,25-02-2021 22:51:41,-,0:00:00,-,0
8561408,d7a1ce74-4e59-4145-ae97-5bfca06e13d7,System,Closing now,09-02-2021 0:58:15,09-02-2021 0:58:58,-,0:00:00,-,4
8621700,a1565894-d930-42c5-b32c-a4e456f8e1a7,System,Closing inactive room,17-02-2021 17:48:36,17-02-2021 18:48:42,-,0:00:00,-,0
8606064,d118cb14-ffec-4610-b8e4-640369f4e9d8,Jinnie,Completed,15-02-2021 13:48:09,15-02-2021 14:02:11,15-02-2021 13:49:02,0:00:00,0:00:27,5
8515102,8e3c74d4-5702-4fa8-bbcd-62b488700715,Isha,Completed,02-02-2021 14:20:43,02-02-2021 14:29:32,02-02-2021 14:21:12,0:00:00,0:00:02,2
8644002,b1000ae7-64e8-4f0e-8df0-f920b51dab95,System,Closing now,21-02-2021 13:04:49,21-02-2021 13:05:01,-,0:00:00,-,0
8584700,5cf6be52-0b11-4444-a00e-5575a37dbbf1,System,Closing inactive room,12-02-2021 11:13:55,12-02-2021 12:14:22,-,0:00:00,-,0
8569838,f433d58b-53b0-4b7b-a2a1-5a7d8cd1d949,Simran,Completed,10-02-2021 11:43:26,10-02-2021 11:52:19,10-02-2021 11:45:08,0:00:00,0:00:11,3
8524457,80c5b33e-d571-46e6-a29c-709d23ccc3ec,Rozeta,Unresponsive Customer,03-02-2021 18:13:12,03-02-2021 18:25:08,03-02-2021 18:13:51,0:00:00,0:00:05,1
8687658,78dfc9a0-1cf8-488b-baf0-da1c65c1fae4,System,Closing now,28-02-2021 14:21:48,28-02-2021 14:22:53,-,0:00:00,-,0
8590994,7be02fc5-ecee-41e8-b50b-e869473fc4a8,Bot,Closing now,13-02-2021 08:30:37,13-02-2021 08:31:24,-,0:00:00,-,5
8637215,5be3aa2d-343f-4ef9-b222-7924d408687a,Vedha,Completed,20-02-2021 09:36:41,20-02-2021 09:52:51,20-02-2021 09:38:49,0:00:00,0:00:04,4
8562324,b1ccc6e6-54c3-48ea-8d40-1ec6a0f3a777,Rohan,Completed,09-02-2021 10:17:02,09-02-2021 10:30:48,09-02-2021 10:18:30,0:00:00,0:00:10,0
8522226,b1298663-05ca-44ab-9ff0-03cadce2e459,System,Closing inactive room,03-02-2021 13:59:10,03-02-2021 14:59:25,-,0:00:00,-,0
8667484,70c5db98-4c30-4ac6-bf51-36870c0bd881,Norah,Completed,25-02-2021 10:48:31,25-02-2021 10:57:09,25-02-2021 10:48:56,0:00:00,0:00:07,5
8564079,d3478daf-9be6-455e-b5e8-4825301d9a7c,System,Closing now,09-02-2021 13:54:09,09-02-2021 13:55:51,-,0:00:00,-,5
8548959,b4629f0c-628b-438d-b32b-570e55d9ee1e,System,Closing inactive room,07-02-2021 8:30:12,07-02-2021 9:31:31,-,0:00:00,-,0
8612518,a90a8e1a-3835-456f-b60f-eb7f706b0d6f,"Bot
",Closing now,16-02-2021 12:52:52,16-02-2021 12:53:21,-,0:00:00,-,4
8572598,22310fc9-d278-45b4-aafe-5f5308adf658,Salman,Completed,10-02-2021 17:02:25,10-02-2021 17:07:58,10-02-2021 17:03:43,0:00:00,0:00:09,0
8668318,f473df5a-2d21-45c9-8d44-466d6731f2fb,Rose,Completed,25-02-2021 12:38:21,25-02-2021 13:11:28,25-02-2021 12:39:02,0:00:00,0:00:04,4
8633825,5d6f2f55-60f7-467a-aef4-4e324b741cec,Jade,Completed,19-02-2021 16:31:16,19-02-2021 16:40:20,19-02-2021 16:31:58,0:00:00,0:00:06,4
8520873,ce64f596-686c-4162-81cc-caab5cd31f66,Samy,Completed,03-02-2021 11:40:39,03-02-2021 12:05:22,03-02-2021 11:42:18,0:00:00,0:00:06,0
8641276,976101c3-1c77-4339-87ce-af21095be0d8,System,Closing inactive room,20-02-2021 20:39:20,20-02-2021 21:39:28,-,0:00:00,-,0
8521208,6c1610f8-2165-4f67-8a4f-0c672e8c6166,System,Closing inactive room,03-02-2021 12:11:58,03-02-2021 13:14:07,-,0:00:00,-,0
8650189,4811f9d4-087d-4e18-9cff-f0541829cdec,Megha,Completed,22-02-2021 14:45:39,22-02-2021 15:00:02,22-02-2021 14:46:45,0:00:00,0:00:08,0
8563335,d9b8970b-2e6f-4952-892f-778c3a5fb77a,Pritam,Completed,09-02-2021 12:25:20,09-02-2021 12:33:06,09-02-2021 12:26:19,0:00:00,0:00:04,0
8640823,ca533ff8-224c-4dc0-ba94-062cec8d95e4,System,Closing now,20-02-2021 18:59:51,20-02-2021 19:00:50,-,0:00:00,-,1
8663559,a9c3dfb5-f5d6-4ab9-a03b-b2b7a8626141,System,Closing now,24-02-2021 16:37:51,24-02-2021 16:38:42,-,0:00:00,-,2
8545289,84d50b7f-dd26-4c78-9d81-a90f613728af,Isha,Unresponsive Customer,06-02-2021 15:42:54,06-02-2021 15:54:09,06-02-2021 15:43:13,0:00:00,0:00:02,0
8543057,784a9ece-0b1a-4f97-b3ed-17bdf0a3572c,Bot,Closing inactive room,06-02-2021 11:21:27,06-02-2021 12:21:49,-,0:00:00,-,0
8507815,cb271272-7d2e-4f60-b25f-d079b417e0d6,System,Closing inactive room,01-02-2021 14:43:37,01-02-2021 15:44:35,-,0:00:00,-,0
8611759,8ca3b87c-7ec0-4024-8d9f-74bff23e48aa,Azaan,Unresponsive Customer,16-02-2021 11:25:40,16-02-2021 11:45:10,16-02-2021 11:38:32,0:00:00,0:01:31,0
8591230,aa28213a-8d7c-486f-844d-64a7b5924302,System,Closing inactive room,13-02-2021 09:33:43,13-02-2021 10:35:15,-,0:00:00,-,0
8632329,1d46a8b3-d1b0-498d-87b8-9c3df7610094,System,Closing now,19-02-2021 11:53:59,19-02-2021 11:54:55,-,0:00:01,-,2
8646486,876f2efe-3ef5-45a1-9d18-3dbfd94ee903,Nayab,Completed,21-02-2021 20:24:02,21-02-2021 20:30:23,21-02-2021 20:25:30,0:00:05,0:01:27,5
8624238,296f20c2-fea9-45be-93ed-3f150cf4bd00,System,Closing inactive room,18-02-2021 07:46:34,18-02-2021 08:47:39,-,0:00:01,-,0
8556668,4cfaf610-501e-46ae-aabb-02aacbe80a78,System,Closing now,08-02-2021 13:08:13,08-02-2021 13:08:49,-,0:00:00,-,3
8556904,839699a0-4780-4ae8-9cfc-97cc44b9bcbb,System,Closing inactive room,08-02-2021 13:33:16,08-02-2021 14:34:00,-,0:00:00,-,0
8579108,30489654-6fba-4f0c-96b5-f28efbe50b02,Geetika,Completed,11-02-2021 14:42:16,11-02-2021 14:46:04,11-02-2021 14:43:31,0:00:00,0:00:16,4
8667984,34437e63-96e1-4b8a-8ab2-b5dfaee136ed,Meher,Completed,25-02-2021 11:52:42,25-02-2021 12:07:19,25-02-2021 11:53:24,0:00:00,0:00:05,5
8665874,d59ccb1c-73e9-4fe9-b760-a6eab41ebf93,System,Closing inactive room,24-02-2021 22:37:33,24-02-2021 23:54:33,-,0:00:00,-,0
8676704,90ba1ad7-da9d-4571-b39b-9953d11e048e,System,Closing now,26-02-2021 16:47:16,26-02-2021 16:49:55,-,0:00:00,-,3
8530678,ab0da3a0-7d9b-4490-9c05-adfdce3bc66f,Abbas,Completed,04-02-2021 14:36:54,04-02-2021 14:43:37,04-02-2021 14:38:02,0:00:00,0:00:13,0
8646349,8be1efcd-c3b0-4942-a8a5-3c01f163b615,System,Closing now,21-02-2021 19:54:13,21-02-2021 19:57:16,-,0:00:00,-,0
8597377,5621140d-b7e5-4d9f-adcf-7becae074043,System,Closing now,14-02-2021 01:23:11,14-02-2021 01:37:26,-,0:00:00,-,0
8643592,26464993-52e3-4476-af1f-b5501d620620,Vikram,Completed,21-02-2021 11:58:00,21-02-2021 12:01:04,21-02-2021 11:58:42,0:00:00,0:00:08,0
8651119,c57575a7-9da2-4e04-952d-deac446f95b1,Anny,Completed,22-02-2021 16:52:30,22-02-2021 17:00:49,22-02-2021 16:54:08,0:00:00,0:00:05,4
8557822,460462c6-bf2c-4741-a21c-b337a2519f31,Elina,Completed,08-02-2021 15:24:03,08-02-2021 15:43:23,08-02-2021 15:26:22,0:00:00,0:00:05,0
8513533,93a4071e-9524-4f03-b886-f674647a887d,Mira,Unresponsive Customer,02-02-2021 11:25:25,02-02-2021 11:33:17,02-02-2021 11:26:08,0:00:00,0:00:08,4
8627442,6c900159-b783-473a-8698-e230af45167c,System,Closing inactive room,18-02-2021 15:33:41,18-02-2021 16:36:25,-,0:00:00,-,0
8593306,93a81da8-a58c-4e71-a24b-23a5f93a1bee,System,Closing now,13-02-2021 14:03:03,13-02-2021 14:05:29,-,0:00:00,-,0
8673433,7e5cb1ef-8bf3-4e4d-8f31-7388a2fc9d0b,Priti,Unresponsive Customer,26-02-2021 09:38:27,26-02-2021 09:51:20,26-02-2021 09:39:46,0:00:00,0:00:11,0
8549288,2a4761af-a148-44f4-802d-79cc4c8151f4,System,Closing inactive room,07-02-2021 10:10:30,07-02-2021 11:12:48,-,0:00:00,-,0
8516051,7764a0ef-f938-4e10-bb42-c1149787d902,Zia,Unresponsive Customer,02-02-2021 16:06:53,02-02-2021 16:26:05,02-02-2021 16:07:22,0:00:00,0:00:19,0
8621562,c76777fa-670b-4a13-838e-f76c283d2b65,System,Closing now,17-02-2021 17:32:53,17-02-2021 17:34:51,-,0:00:00,-,0
8574187,41fae615-704a-4272-98e1-71c5c95f38e0,System,Closing inactive room,10-02-2021 20:19:12,10-02-2021 21:19:55,-,0:00:00,-,0
8601821,f40f0c47-0b37-4df5-adf8-cda33fd1c505,Mohsin,Completed,14-02-2021 19:18:57,14-02-2021 19:32:40,14-02-2021 19:21:46,0:00:00,0:00:10,0
8505294,7adcba20-b224-4cbc-825b-1bc7a5f21813,Zia,Unresponsive Customer,01-02-2021 10:08:06,01-02-2021 10:19:32,01-02-2021 10:09:12,0:00:00,0:00:21,0
8568292,b970f36f-e8ac-4e8c-b014-2bffaaed37ab,System,Closing inactive room,10-02-2021 2:32:04,10-02-2021 3:32:52,-,0:00:01,-,0
8544116,f297fe0f-0ffc-428f-9042-a1cf860d911f,System,Closing inactive room,06-02-2021 13:20:36,06-02-2021 14:21:01,-,0:00:00,-,0
8644183,08f0251f-f392-4501-aefd-37c0bede062d,System,Closing now,21-02-2021 13:32:39,21-02-2021 13:35:30,-,0:00:00,-,1
8563229,60eb977b-f659-4eb1-9485-5d1a21edee22,Avani,Completed,09-02-2021 12:10:16,09-02-2021 12:29:41,09-02-2021 12:14:12,0:00:00,0:00:05,0
8657724,8e44e594-b5df-4983-8da0-eebab6384092,System,Closing now,23-02-2021 18:34:53,23-02-2021 18:37:11,-,0:00:00,-,1
8536218,c7583fe7-0bd8-48ba-92dc-e1e18ec7e4ab,System,Closing inactive room,05-02-2021 11:32:09,05-02-2021 12:52:07,-,0:00:00,-,0
8527841,a25753b2-1dbc-45a8-9af1-f2487827751c,System,Closing inactive room,04-02-2021 10:08:07,04-02-2021 11:11:10,-,0:00:00,-,0
8560043,bfed1655-1288-448c-8fe4-07fe89ae7bd0,Liliana,Unresponsive Customer,08-02-2021 20:13:31,08-02-2021 20:26:06,08-02-2021 20:15:23,0:00:00,0:00:10,0
8622474,393f077c-39d1-4ed6-b89d-10ccd60bab34,Megha,Completed,17-02-2021 19:56:52,17-02-2021 20:08:26,17-02-2021 19:57:41,0:00:00,0:00:33,0
8677140,7860a43f-ce20-47a8-ada4-01c67b405145,Nadia,Completed,26-02-2021 17:59:36,26-02-2021 18:34:36,26-02-2021 18:05:46,0:00:00,0:00:06,0
8618696,444341cc-4d42-4eb8-9a61-5d896367527a,Lara,Completed,17-02-2021 11:44:23,17-02-2021 11:52:13,17-02-2021 11:46:38,0:00:00,0:00:04,4
8688859,ba7b0f88-f096-4071-838f-dd2300f9fd05,System,Closing now,28-02-2021 17:10:12,28-02-2021 17:12:00,-,0:00:00,-,5
8628720,5a9b2380-892c-48ae-b6a5-842bfddd3b9b,Rozeta,Unresponsive Customer,18-02-2021 18:23:24,18-02-2021 19:01:51,18-02-2021 18:24:17,0:00:00,0:00:06,4
8554529,f5d15335-754a-4c91-bf5e-c69a6f8ea6a4,System,Closing inactive room,08-02-2021 3:22:01,08-02-2021 4:22:44,-,0:00:00,-,0
8644009,d37d897c-a382-49b8-83ad-716c45417983,System,Closing inactive room,21-02-2021 13:05:24,21-02-2021 14:14:26,-,0:00:00,-,3
8596909,2f4d25fa-80f9-4240-9dc4-2e80d3784d7b,System,Closing now,13-02-2021 23:13:35,13-02-2021 23:14:18,-,0:00:00,-,0
8605439,ebac8373-f86a-483b-b75a-9a76888dd553,System,webhook block failed,15-02-2021 12:42:51,15-02-2021 12:44:59,-,0:00:17,-,0
8663972,28708ea8-74a7-4552-892c-04273ba5ebc7,Nayab,Completed,24-02-2021 17:24:47,24-02-2021 17:34:23,24-02-2021 17:27:15,0:00:00,0:00:09,4
8514858,22e9d540-ab1e-4794-b7c3-501c9feb22ae,System,Closing inactive room,02-02-2021 13:48:03,02-02-2021 14:49:27,-,0:00:00,-,0
8677805,1ee64efe-76f3-47df-9da8-10e2714d5cea,System,Closing now,26-02-2021 19:57:14,26-02-2021 19:58:01,-,0:00:00,-,1
8584272,6d3d33d3-482f-4a7b-b879-a89b5a083e5f,Quinn,Completed,12-02-2021 10:16:42,12-02-2021 10:39:36,12-02-2021 10:17:14,0:00:00,0:00:04,5
8551547,9b9552cb-b6ec-4bbf-8af1-f50e92c3b433,System,Closing now,07-02-2021 15:37:15,07-02-2021 15:41:35,-,0:00:00,-,5
8599294,bb64d5bd-3ecf-42a8-ac7f-04e1985aaff1,System,Closing now,14-02-2021 13:01:08,14-02-2021 13:01:38,-,0:00:00,-,0
8571754,a33955d3-0fad-48fe-9a5a-cfb45e8a151b,System,Closing now,10-02-2021 15:27:55,10-02-2021 15:59:19,-,0:00:00,-,1
8577156,2fcd9c8f-fde8-4004-a15f-ae9d726fbe8f,System,Closing inactive room,11-02-2021 11:06:40,11-02-2021 12:07:15,-,0:00:00,-,0
8572067,c7a300a5-7dcf-452c-9624-65412ccc644f,System,Closing inactive room,10-02-2021 16:01:10,10-02-2021 17:01:27,-,0:00:00,-,0
8518813,a1112aaf-13ce-4888-bac6-fb6e3cfcfe5c,System,Closing inactive room,02-02-2021 23:23:46,03-02-2021 0:24:30,-,0:00:00,-,0
8608976,54cbfbd2-1fd8-4a8d-be8a-3d18a5762c39,Liliana,Completed,15-02-2021 19:47:00,15-02-2021 20:11:25,15-02-2021 20:01:56,0:00:01,0:00:07,0
8537546,1c7ce091-60f2-4687-a7ba-cff7019303f3,Alia,Completed,05-02-2021 14:01:06,05-02-2021 14:13:46,05-02-2021 14:02:44,0:00:00,0:00:06,5
8573311,3f6507e3-832e-4430-afc8-b1a481f7ff56,System,Closing inactive room,10-02-2021 18:21:02,10-02-2021 19:21:53,-,0:00:00,-,0
8527066,b270e9b4-629e-4f64-8071-99b9f0f9e8b3,System,Closing inactive room,04-02-2021 1:55:38,04-02-2021 2:56:14,-,0:00:00,-,0
